,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
608,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Bosk at Shangri-La,43.64902273676152,-79.38582635521233,Asian Restaurant
609,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Adelaide Club Toronto,43.64927944291712,-79.38192123284551,Gym / Fitness Center
610,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Cactus Club Cafe,43.6495520142626,-79.38167072512041,American Restaurant
611,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Friendly Stranger - Cannabis Culture Shop,43.65038666611464,-79.38852348995323,Smoke Shop
612,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Pizzeria Libretto,43.648333546862354,-79.3851105018417,Pizza Place
613,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,JaBistro,43.64968685893743,-79.38809001547467,Sushi Restaurant
614,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Lobby Lounge at the Shangri-La Toronto,43.649154999868536,-79.38654574367817,Lounge
615,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Maman,43.64830873804684,-79.38225333898805,Café
616,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Kojin,43.64939770725357,-79.38609106624851,Colombian Restaurant
617,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Michael's on Simcoe,43.64826881661747,-79.38632821234134,Steakhouse
618,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Assembly Chef's Hall,43.650578865093934,-79.3834119303614,Food Court
619,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Sam James Coffee Bar (SJCB),43.64788137014028,-79.3843315283683,Café
620,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Pilot Coffee Roasters,43.648835391245896,-79.3809358125033,Coffee Shop
621,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Old City Hall,43.65200880087613,-79.3817442232328,Monument / Landmark
622,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,King Taps,43.64847597418299,-79.38205778358744,Gastropub
623,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Pai,43.64792310735613,-79.38857932631602,Thai Restaurant
624,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Brick Street Bakery,43.648815163161494,-79.38060468610949,Bakery
625,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Civello Salon & Spa,43.650019774305804,-79.38940017059696,Salon / Barbershop
626,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,HotBlack Coffee,43.650364348004864,-79.38866907575726,Coffee Shop
627,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,The Burger's Priest,43.64864328298093,-79.38753876719666,Fast Food Restaurant
628,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Daily Press Juicery,43.65038785952372,-79.38879174332155,Juice Bar
629,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Byblos Toronto,43.64761505417177,-79.3883810317138,Mediterranean Restaurant
630,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Momofuku Noodle Bar,43.649365871617604,-79.38621652451032,Noodle House
631,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Canoe,43.64745206618348,-79.38132001815677,Restaurant
632,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Hudson's Bay,43.65203981587681,-79.38039146122816,Department Store
633,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Richmond Station,43.65156872562108,-79.37926594000328,American Restaurant
634,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Fune Japanese Restaurant,43.648513655445655,-79.38645657820041,Japanese Restaurant
635,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Indigo,43.65351471121164,-79.38069591056922,Bookstore
636,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,The Chase,43.6509519820936,-79.37942201983014,New American Restaurant
637,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Dineen Coffee,43.650496999999994,-79.378765,Café
638,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Kupfert & Kim (First Canadian Place),43.64854659465186,-79.38162406470161,Gluten-free Restaurant
639,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Copacabana Grilled Brazilian,43.64833259480477,-79.38815147660709,Brazilian Restaurant
640,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Pumpernickel's Deli,43.64883150054619,-79.38197006345456,Deli / Bodega
641,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Eggspectation Bell Trinity Square,43.65314383888587,-79.38198016678167,Breakfast Spot
642,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Starbucks,43.650751,-79.388047,Coffee Shop
643,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Pi Co.,43.648651,-79.385874,Pizza Place
644,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Burrito Boyz,43.6484455955513,-79.3879951787513,Burrito Place
645,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Boxcar Social Temperance,43.650557252494046,-79.38195634640063,Bar
646,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Equinox Bay Street,43.648099740348556,-79.37998869411527,Gym
647,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,The Rex Hotel Jazz & Blues Bar,43.650504755440046,-79.38857723389897,Jazz Club
648,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Royal Alexandra Theatre,43.647255,-79.38753,Theater
649,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Roy Thomson Hall,43.6465886970634,-79.38597899374355,Concert Hall
650,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Toronto PATH System,43.649903406989786,-79.3830527039004,General Travel
651,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Apple Eaton Centre,43.6528177,-79.3806173,Electronics Store
652,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Starbucks,43.646731,-79.383951,Coffee Shop
653,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,LUSH,43.653557,-79.3804,Cosmetics Shop
654,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Bymark,43.64721728401801,-79.3812518816638,Restaurant
655,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Earls Kitchen & Bar,43.647945662980305,-79.3837058277153,Bar
656,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,SEPHORA,43.653527200000006,-79.3801543,Cosmetics Shop
657,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Freshii,43.649273084327184,-79.38374831204302,Salad Place
658,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Leña,43.651722,-79.379205,Latin American Restaurant
659,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Textile Museum of Canada,43.65439630500275,-79.38650010906946,Art Museum
660,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,iQ Food Co. (First Canadian Place),43.64835708519922,-79.38219241858727,Salad Place
661,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Thai Island,43.64914597811404,-79.38379835292524,Thai Restaurant
662,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,HomeSense,43.653053299999996,-79.37944959999999,Furniture / Home Store
663,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Queen St. Warehouse,43.65011654059042,-79.3903160886256,Bar
664,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Poke Guys,43.65489527525683,-79.38505238381623,Poke Place
665,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Dineen @CommerceCourt,43.64825054336556,-79.38012728220869,Coffee Shop
666,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,The Fifth & Terrace,43.649249809335004,-79.38931975675419,Modern European Restaurant
667,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Astarté Fresh Yogurt Bar,43.64759591780737,-79.38641938975013,Café
668,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,The Adelaide Hotel Toronto,43.6498312,-79.38016390000001,Hotel
669,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Yuzu No Hana,43.6483011115534,-79.3883359381972,Sushi Restaurant
670,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Five Guys,43.64879871902221,-79.38168078992041,Burger Joint
671,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Bay Adelaide Centre,43.65087853910239,-79.38000310739676,Office
672,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Bell Trinity Square,43.65347479872822,-79.38246987630343,Office
673,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Loft404 Inspired Gatherings,43.64785142504536,-79.38948982526453,Event Space
674,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Design Exchange,43.64797219581623,-79.38010382588463,Art Gallery
675,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Booster Juice,43.64889835,-79.38335053,Juice Bar
676,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Papyrus,43.648195409549366,-79.3813921854217,Gift Shop
677,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Ruby Thai (First Canadian Place),43.64909140219368,-79.38159990145141,Thai Restaurant
678,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Toronto Athletic Club,43.647359553534905,-79.3811766566002,Gym
679,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Ted Baker,43.65284284567131,-79.38032491863406,Clothing Store
680,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Indigospirit,43.64834987590252,-79.38034747310336,Bookstore
681,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Roots,43.65361341708363,-79.38024401664735,Clothing Store
682,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Prairie Girl Bakery,43.64833236397115,-79.38230492443056,Cupcake Shop
683,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Cardio-Go,43.64701650155176,-79.38814275495331,Gym
684,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Bardi's Steak House,43.64622,-79.383074,Restaurant
685,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,DoubleTree by Hilton Hotel Toronto Downtown,43.6546083,-79.3859415,Hotel
686,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,GoodLife Fitness Toronto Bell Trinity Centre,43.653436,-79.38231400000001,Gym
687,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Tim Hortons,43.6468622,-79.3825442,Coffee Shop
688,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,First Canadian Place,43.64848212292913,-79.38244342803955,Building
689,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Momentos,43.64754799198248,-79.38891405541862,Nightclub
690,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Sunset Grill,43.65166162378036,-79.3790751303271,Breakfast Spot
691,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Topman,43.65228148874557,-79.38001554865626,Clothing Store
692,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Starbucks,43.649028319575216,-79.38159290007317,Coffee Shop
693,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Fat Bastard Burrito Co.,43.648146672800344,-79.38921873094013,Burrito Place
694,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Marriott Downtown at CF Toronto Eaton Centre,43.65472844428402,-79.38242163509129,Hotel
695,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Soup Nutsy,43.64785759171134,-79.3805328591138,Soup Place
696,"Richmond, Adelaide, King",43.65057120000001,-79.3845675,Starbucks,43.646890531355616,-79.38187054975934,Coffee Shop
697,"Dufferin, Dovercourt Village",43.66900510000001,-79.4422593,The Greater Good Bar,43.669409,-79.439267,Bar
698,"Dufferin, Dovercourt Village",43.66900510000001,-79.4422593,Parallel,43.66951635632503,-79.43872770646193,Middle Eastern Restaurant
699,"Dufferin, Dovercourt Village",43.66900510000001,-79.4422593,FreshCo,43.667918385915854,-79.44075425394298,Grocery Store
700,"Dufferin, Dovercourt Village",43.66900510000001,-79.4422593,Blood Brothers Brewing,43.669943694926815,-79.43653285503387,Brewery
701,"Dufferin, Dovercourt Village",43.66900510000001,-79.4422593,Happy Bakery & Pastries,43.66705039063128,-79.44179124412831,Bakery
702,"Dufferin, Dovercourt Village",43.66900510000001,-79.4422593,The Sovereign,43.67311570819221,-79.44026498681781,Café
703,"Dufferin, Dovercourt Village",43.66900510000001,-79.4422593,Nova Era Bakery,43.66988647609785,-79.43758190821525,Bakery
704,"Dufferin, Dovercourt Village",43.66900510000001,-79.4422593,Rehearsal Factory,43.668876751553256,-79.44360330056674,Music Venue
705,"Dufferin, Dovercourt Village",43.66900510000001,-79.4422593,TD Canada Trust,43.667934100000004,-79.4416984,Bank
706,"Dufferin, Dovercourt Village",43.66900510000001,-79.4422593,Food Basics,43.666885631136395,-79.44669127467024,Supermarket
707,"Dufferin, Dovercourt Village",43.66900510000001,-79.4422593,Rexall,43.667504,-79.442086,Pharmacy
708,"Dufferin, Dovercourt Village",43.66900510000001,-79.4422593,Wallace Emerson Park,43.66693250395496,-79.43944862375629,Park
709,"Dufferin, Dovercourt Village",43.66900510000001,-79.4422593,Shoppers Drug Mart,43.666745,-79.447446,Pharmacy
710,Scarborough Village,43.7447342,-79.23947609999998,McCowan Park,43.745088512128156,-79.239335687338,Playground
711,Scarborough Village,43.7447342,-79.23947609999998,Helen's Jewels By Park Lane,43.741801,-79.241916,Jewelry Store
712,Scarborough Village,43.7447342,-79.23947609999998,Daisy Mart Convenience Store,43.74378,-79.2446437,Smoke Shop
713,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,CF Fairview Mall,43.777980945623945,-79.3443966988859,Shopping Mall
714,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,The LEGO Store,43.77820727238842,-79.34348299621145,Toy / Game Store
715,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Moxie's Classic Grill,43.777778810576905,-79.34318499889385,American Restaurant
716,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Apple Fairview,43.777883200000005,-79.3437891,Electronics Store
717,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Michel's Baguette,43.77708227220403,-79.34455653003414,Bakery
718,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,SilverCity,43.778680932288154,-79.3440850072426,Movie Theater
719,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,New York Fries - Fairview Mall,43.778604990156104,-79.34357713182652,Restaurant
720,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Shoppers Drug Mart,43.77817,-79.345014,Pharmacy
721,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Starbucks,43.77799,-79.344091,Coffee Shop
722,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Purdys Chocolatier,43.77816,-79.344154,Chocolate Shop
723,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,De Berardini's,43.778069256379815,-79.34264197549474,Salon / Barbershop
724,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Booster Juice,43.77742786,-79.3449699,Juice Bar
725,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Hero Certified Burgers,43.77729483851971,-79.34458372068603,Burger Joint
726,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Aroma Espresso Bar,43.777700197902725,-79.34465166972005,Coffee Shop
727,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Fairview Library Theatre,43.77901805702381,-79.34652599431665,Theater
728,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,H&M,43.77754859086118,-79.34560423018411,Clothing Store
729,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Old Navy,43.777990100000004,-79.34409140000001,Clothing Store
730,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Ten Ren's Tea Time,43.77715844462906,-79.34453087278447,Juice Bar
731,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,TD Canada Trust,43.777763,-79.345974,Bank
732,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Hudson's Bay,43.777830351654046,-79.34304327486974,Department Store
733,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,LCBO,43.77895496200283,-79.34504796258686,Liquor Store
734,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,EB Games,43.7781866230844,-79.3433096596408,Video Game Store
735,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Fairview Mall Food Garden,43.77836930887007,-79.3432160659129,Food Court
736,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Thai Express,43.77799,-79.344091,Restaurant
737,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,RBC Royal Bank,43.77730388201847,-79.3446527392512,Bank
738,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Tim Hortons,43.774992499999996,-79.3463027,Coffee Shop
739,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Tim Hortons,43.777964000000004,-79.34471500000001,Coffee Shop
740,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Zara,43.77796124176356,-79.34469070057257,Clothing Store
741,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Hollister Co.,43.7780886898837,-79.34370423838938,Clothing Store
742,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Tommy Hilfiger,43.77742747193735,-79.34589327979445,Clothing Store
743,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Heart Sushi,43.777203,-79.343805,Japanese Restaurant
744,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Tim Hortons,43.77524918178477,-79.34773966670036,Coffee Shop
745,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,KFC,43.7776,-79.3442,Fast Food Restaurant
746,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Spring Rolls,43.77735069518037,-79.3439772734728,Asian Restaurant
747,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,SEPHORA,43.778422799999994,-79.3437426,Cosmetics Shop
748,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Z•teca,43.77721667816349,-79.3444011179068,Burrito Place
749,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,McDonald's,43.7784074,-79.3435742,Fast Food Restaurant
750,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Bourbon St. Grill,43.77827649168577,-79.34324149162853,Fast Food Restaurant
751,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,SportChek,43.777760996766865,-79.34315772052062,Sporting Goods Shop
752,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,St. Louis Bar & Grill,43.77721460733997,-79.34508093497027,Bar
753,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Ardene,43.77688620262047,-79.34717998514215,Women's Store
754,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Rogers,43.77780232074048,-79.34464042531508,Mobile Phone Shop
755,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,BCBG Max Azria,43.77696607091188,-79.34701924857569,Boutique
756,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Showcase,43.77877182143177,-79.34431968978073,Miscellaneous Shop
757,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Baskin-Robbins,43.77779,-79.344649,Ice Cream Shop
758,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,The Body Shop,43.77775941799325,-79.34451342270182,Cosmetics Shop
759,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Garage Clothing,43.77695171853015,-79.34700906250484,Clothing Store
760,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Teaopia,43.77874324350523,-79.34451221242405,Tea Room
761,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,GNC,43.778437894975745,-79.344162940979,Supplement Shop
762,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Spring Shoes,43.77774966519002,-79.34485875217705,Shoe Store
763,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Smart Set,43.778137,-79.343757,Women's Store
764,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Bentley,43.77824084141985,-79.34353859382264,Luggage Store
765,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Jimmy The Greek,43.77824451598338,-79.34332200351092,Greek Restaurant
766,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Grill It Up,43.77826768921672,-79.34330442089535,Food Court
767,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Manchu Wok,43.778225146232884,-79.34330206344342,Chinese Restaurant
768,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Mr Sub,43.778255602807455,-79.34325028086052,Sandwich Place
769,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Laura Secord,43.778228553385894,-79.34321768453563,Dessert Shop
770,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Tonyc Salon & Spa,43.778299876471415,-79.34318324796638,Spa
771,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Teriyaki Experience,43.77832992258357,-79.34310953832033,Japanese Restaurant
772,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Freshly Squeezed,43.777800193208726,-79.34324092684686,Juice Bar
773,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Yoi,43.778244,-79.34300999999999,Japanese Restaurant
774,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Don Mills Station Bus Terminal,43.77592896385145,-79.3469536135742,Bus Station
775,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Urban Planet,43.777825,-79.343519,Women's Store
776,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,TTC Subway Line 4 - Sheppard Line,43.77566876046753,-79.34561133392964,Metro Station
777,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Fit For Life,43.77935234078756,-79.35056822110249,Fast Food Restaurant
778,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Circle K,43.7754422,-79.34783940000001,Convenience Store
779,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Don Mills & Sheppard,43.77532334196787,-79.34699846901431,Intersection
780,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Little Burgandy,43.776128164003495,-79.34318654842812,Shoe Store
781,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Oriole Park,43.78081676843454,-79.35132725701995,Baseball Field
782,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Michel's Baguette,43.774325846008246,-79.34668494032192,Bakery
783,"Northwood Park, York University",43.7679803,-79.48726190000002,MUSE Massage Spa,43.7656861872247,-79.48931836660459,Massage Studio
784,"Northwood Park, York University",43.7679803,-79.48726190000002,Carribean Heat,43.764155,-79.490227,Caribbean Restaurant
785,"Northwood Park, York University",43.7679803,-79.48726190000002,Tim Hortons,43.764289283166015,-79.48879033327103,Coffee Shop
786,"Northwood Park, York University",43.7679803,-79.48726190000002,Fox & Fiddle,43.7637946193955,-79.48849672002802,Bar
787,"Northwood Park, York University",43.7679803,-79.48726190000002,Bad Boy Furniture - North York,43.76431446505117,-79.4865882396698,Furniture / Home Store
788,"Northwood Park, York University",43.7679803,-79.48726190000002,Finch West Subway Station,43.76510685746509,-79.49117202171209,Metro Station
789,"Northwood Park, York University",43.7679803,-79.48726190000002,Party City,43.764173736546354,-79.4852503780818,Miscellaneous Shop
790,"East Toronto, Broadview North (Old East York)",43.685347,-79.3381065,Danforth & Jones,43.684351653891696,-79.3347920712467,Intersection
791,"East Toronto, Broadview North (Old East York)",43.685347,-79.3381065,The Path,43.683923443540934,-79.33500661843324,Park
792,"East Toronto, Broadview North (Old East York)",43.685347,-79.3381065,Sammon Convenience,43.68695102703702,-79.33500661843324,Convenience Store
793,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Harbourfront,43.63952563223911,-79.38068838052389,Neighborhood
794,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Roundhouse Park,43.64174513889102,-79.38427882922345,Park
795,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,BeaverTails,43.639736,-79.38006800000001,Dessert Shop
796,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Evviva Restaurant,43.641579917618074,-79.38345644030795,Deli / Bodega
797,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Lake Ontario,43.63894493157648,-79.37966465950012,Lake
798,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Harbourfront Centre,43.638555789266746,-79.38319016270458,Performing Arts Venue
799,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,iQ Food Co,43.642851,-79.382081,Salad Place
800,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Delta Hotels by Marriott Toronto,43.6428819,-79.3839491,Hotel
801,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Maple Leaf Square,43.642925228401836,-79.38089182467688,Plaza
802,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Real Sports Apparel,43.64285984835777,-79.38018363195046,Sporting Goods Shop
803,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Natrel Pond/Rink,43.6384313677662,-79.38252754335106,Skating Rink
804,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Harbour Square Park,43.63925269130775,-79.37839547902978,Park
805,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Longo's Maple Leaf Square,43.64251679604069,-79.38139301653129,Supermarket
806,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Ontario Square,43.63937829745867,-79.38209598496967,Plaza
807,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Aroma Espresso Bar,43.6423209103846,-79.38374932648955,Café
808,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Miku,43.64137436,-79.37753063,Japanese Restaurant
809,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Lick It Gelato,43.63925633222479,-79.38464951914256,Ice Cream Shop
810,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Sharetea,43.640175967763966,-79.37960567018246,Bubble Tea Shop
811,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,e11even,43.64242558687748,-79.38144094115984,New American Restaurant
812,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,TELUS,43.64331243103257,-79.38099939294844,IT Services
813,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Delta Toronto Club Lounge,43.643084543730666,-79.38388489051405,Roof Deck
814,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Scotiabank Arena,43.643446175351066,-79.37903988889991,Basketball Stadium
815,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Le Germain Hotel,43.643125029796906,-79.38091770864038,Hotel
816,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Fleck Dance Theater,43.638300366812686,-79.38046993992471,Dance Studio
817,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Ripley's Aquarium of Canada,43.642104321965796,-79.38625159146144,Aquarium
818,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Air Canada Club,43.643224100030416,-79.37915938219528,Lounge
819,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,RS - Real Sports,43.64255846521551,-79.3799650669098,Sports Bar
820,"Harbourfront East, Union Station, Toronto Islands",43.6408157,-79.38175229999997,Pearl Harbourfront,43.638156540135405,-79.38068763743328,Chinese Restaurant
